Name;Location;Open Year-Round;Handicap Accessible;Borough;Comments;Latitude;Longitude;SUFFIX;POP100;GEOID;CENTLAT;BLOCK;AREAWATER;STATE;BASENAME;OID;LSADC;INTPTLAT;FUNCSTAT;NAME;OBJECTID;TRACT;CENTLON;BLKGRP;AREALAND;HU100;INTPTLON;MTFCC;LWBLKTYP;UR;COUNTY;SUFFIX;POP100;GEOID;CENTLAT;BLOCK;AREAWATER;STATE;BASENAME;OID;LSADC;INTPTLAT;FUNCSTAT;NAME;OBJECTID;TRACT;CENTLON;BLKGRP;AREALAND;HU100;INTPTLON;MTFCC;LWBLKTYP;UR;COUNTY;GEOID;STATE;COUNTY;TRACT;BLOCK;
Morningside Park;Athletic Fields and Lawns from 114th Street to 110th Street along Manhattan Avenue, East of Upper Path;Yes;;Manhattan;;40.802.479;-739.586.849;;11;360610197011000;408.060.556;1000;0;36;1000;2,10701E+14;BK;408.060.556;S;Block 1000;3016567;19701;-739.583.141;1;162469;0;-739.583.141;G5040;L;U;61;;11;3,6061E+14;408.060.556;1000;0;36;1000;2,10701E+14;BK;408.060.556;S;Block 1000;3016567;19701;-739.583.141;1;162469;0;-739.583.141;G5040;L;U;61;3,6061E+14;36;61;19701;1000;
Morningside Playground;West 117 Street & Morningside Avenue;Yes;;Manhattan;;408.063.273;-739.577.683;;11;360610197011000;408.060.556;1000;0;36;1000;2,10701E+14;BK;408.060.556;S;Block 1000;3016567;19701;-739.583.141;1;162469;0;-739.583.141;G5040;L;U;61;;11;3,6061E+14;408.060.556;1000;0;36;1000;2,10701E+14;BK;408.060.556;S;Block 1000;3016567;19701;-739.583.141;1;162469;0;-739.583.141;G5040;L;U;61;3,6061E+14;36;61;19701;1000;
Mosholu Playground (PS 8);Mosholu Pkwy, Bainbridge Avenue, Briggs Avenue;Yes;;Bronx;;408.725.909;-738.812.487;;0;360050425003000;408.719.438;3000;0;36;3000;2,10701E+14;BK;408.719.438;S;Block 3000;2140369;42500;-738.807.411;3;9561;0;-738.807.411;G5040;L;U;5;;0;3,6005E+14;408.719.438;3000;0;36;3000;2,10701E+14;BK;408.719.438;S;Block 3000;2140369;42500;-738.807.411;3;9561;0;-738.807.411;G5040;L;U;5;3,6005E+14;36;5;42500;3000;
Mott Playground;Morris Avenue, College Avenue, Mc Clellan Street;Yes;;Bronx;;408.331.698;-73.919.043;;0;360050197005000;408.334.783;5000;0;36;5000;2,10701E+14;BK;408.334.783;S;Block 5000;4160746;19700;-739.188.093;5;1696;0;-739.188.093;G5040;L;U;5;;0;3,6005E+14;408.334.783;5000;0;36;5000;2,10701E+14;BK;408.334.783;S;Block 5000;4160746;19700;-739.188.093;5;1696;0;-739.188.093;G5040;L;U;5;3,6005E+14;36;5;19700;5000;
Msgnr. Kett;West 204 Street & Nagle Avenue;Yes;;Manhattan;;408.631.267;-739.206.234;;1136;360610291003000;408.633.266;3000;0;36;3000;2,10701E+14;BK;408.633.266;S;Block 3000;3459894;29100;-739.216.915;3;17665;517;-739.216.915;G5040;L;U;61;;1136;3,6061E+14;408.633.266;3000;0;36;3000;2,10701E+14;BK;408.633.266;S;Block 3000;3459894;29100;-739.216.915;3;17665;517;-739.216.915;G5040;L;U;61;3,6061E+14;36;61;29100;3000;
Mt. Prospect Park;Eastern Parkway, Underhill Avenue;Yes;;Brooklyn;;406.729.124;-739.675.413;;0;360470207002002;406.730.091;2002;0;36;2002;2,10701E+14;BK;406.730.091;S;Block 2002;4610235;20700;-739.681.539;2;1987;0;-739.681.539;G5040;L;U;47;;0;3,6047E+14;406.730.091;2002;0;36;2002;2,10701E+14;BK;406.730.091;S;Block 2002;4610235;20700;-739.681.539;2;1987;0;-739.681.539;G5040;L;U;47;3,6047E+14;36;47;20700;2002;
Mullaly Park (Skate Building);East 164 Street, Jerome Avenue, Macombs Dam Bridge, East 162 Street, River Avenue;Yes;;Bronx;;408.282.007;-739.311.955;;0;360050063016001;408.243.068;6001;0;36;6001;2,10701E+14;BK;408.243.068;S;Block 6001;1771260;6301;-739.309.805;6;11231;0;-739.309.805;G5040;L;U;5;;0;3,6005E+14;408.243.068;6001;0;36;6001;2,10701E+14;BK;408.243.068;S;Block 6001;1771260;6301;-739.309.805;6;11231;0;-739.309.805;G5040;L;U;5;3,6005E+14;36;5;6301;6001;
Murray Playground;21 Street, 45 Avenue, 11 Street, 45 Road;No;;Queens;;407.484.184;-7.395.235.699.999.990;;33;360810001031002;407.482.663;1002;0;36;1002;2,10701E+14;BK;407.475.768;S;Block 1002;1271427;103;-739.540.306;1;47652;18;-739.532.343;G5040;L;U;81;;33;3,6081E+14;407.482.663;1002;0;36;1002;2,10701E+14;BK;407.475.768;S;Block 1002;1271427;103;-739.540.306;1;47652;18;-739.532.343;G5040;L;U;81;3,6081E+14;36;81;103;1002;
Nautilus Playground;Merrick & Baisley boulevards;Yes;;Queens;;406.837.256;-737.697.634;;53;360810334011000;406.827.977;1000;0;36;1000;2,10701E+14;BK;406.827.977;S;Block 1000;1022868;33401;-737.688.326;1;20470;15;-737.688.326;G5040;L;U;81;;53;3,6081E+14;406.827.977;1000;0;36;1000;2,10701E+14;BK;406.827.977;S;Block 1000;1022868;33401;-737.688.326;1;20470;15;-737.688.326;G5040;L;U;81;3,6081E+14;36;81;33401;1000;
Nelson Playground;West 166 Street, Nelson Avenue, Woodycrest Avenue;Yes;;Bronx;;408.353.466;-739.269.937;;321;360050199004003;408.361.391;4003;0;36;4003;2,10701E+14;BK;408.361.391;S;Block 4003;1339668;19900;-739.270.116;4;13658;126;-739.270.116;G5040;L;U;5;;321;3,6005E+14;408.361.391;4003;0;36;4003;2,10701E+14;BK;408.361.391;S;Block 4003;1339668;19900;-739.270.116;4;13658;126;-739.270.116;G5040;L;U;5;3,6005E+14;36;5;19900;4003;
Newport Playground;Newport Avenue & Osborn Street;Yes;;Brooklyn;;40.661.308;-739.066.622;;1312;360470918001001;406.620.661;1001;0;36;1001;2,10701E+14;BK;406.620.661;S;Block 1001;4708003;91800;-739.068.655;1;27672;526;-739.068.655;G5040;L;U;47;;1312;3,60471E+14;406.620.661;1001;0;36;1001;2,10701E+14;BK;406.620.661;S;Block 1001;4708003;91800;-739.068.655;1;27672;526;-739.068.655;G5040;L;U;47;3,60471E+14;36;47;91800;1001;
Noble Playground;Nobel Avenue, Bronx River Avenue, Bronx River Parkway, Cross Bronx Expressway;No;;Bronx;;40.836.716;-7.387.557.199.999.990;;0;360050060002005;408.369.671;2005;0;36;2005;2,10701E+14;BK;408.369.671;S;Block 2005;3324693;6000;-738.755.702;2;16697;0;-738.755.702;G5040;L;U;5;;0;3,6005E+14;408.369.671;2005;0;36;2005;2,10701E+14;BK;408.369.671;S;Block 2005;3324693;6000;-738.755.702;2;16697;0;-738.755.702;G5040;L;U;5;3,6005E+14;36;5;6000;2005;
Noonan Playground;Greenpoint & 47 avenues, 43 Street;Yes;;Queens;;407.411.181;-739.211.238;;462;360810185023005;407.403.584;3005;0;36;3005;2,10701E+14;BK;407.403.584;S;Block 3005;1230481;18502;-739.216.012;3;13803;190;-739.216.012;G5040;L;U;81;;462;3,6081E+14;407.403.584;3005;0;36;3005;2,10701E+14;BK;407.403.584;S;Block 3005;1230481;18502;-739.216.012;3;13803;190;-739.216.012;G5040;L;U;81;3,6081E+14;36;81;18502;3005;
North Rochdale Playground (PS 30);Baisley Boulevard & Bedell Street;Yes;;Queens;;406.805.257;-737.747.327;;395;360810284001010;406.817.704;1010;0;36;1010;2,10701E+14;BK;406.817.704;S;Block 1010;1844682;28400;-737.769.142;1;62998;143;-737.769.142;G5040;L;U;81;;395;3,6081E+14;406.817.704;1010;0;36;1010;2,10701E+14;BK;406.817.704;S;Block 1010;1844682;28400;-737.769.142;1;62998;143;-737.769.142;G5040;L;U;81;3,6081E+14;36;81;28400;1010;
Nostrand Playground;Nostrand & Foster avenues;Yes;;Brooklyn;;406.386.085;-739.482.713;;139;360470828002005;406.386.810;2005;0;36;2005;2,10701E+14;BK;406.386.810;S;Block 2005;4137437;82800;-739.487.530;2;1885;56;-739.487.530;G5040;L;U;47;;139;3,60471E+14;406.386.810;2005;0;36;2005;2,10701E+14;BK;406.386.810;S;Block 2005;4137437;82800;-739.487.530;2;1885;56;-739.487.530;G5040;L;U;47;3,60471E+14;36;47;82800;2005;
Ocean Hill Playground;Bergen Street, Rockaway Avenue, Dean Street;Yes;;Brooklyn;;40.674.412;-73.911.209;;41;360470365011001;406.744.434;1001;0;36;1001;2,10701E+14;BK;406.744.434;S;Block 1001;6598418;36501;-739.124.982;1;20330;13;-739.124.982;G5040;L;U;47;;41;3,6047E+14;406.744.434;1001;0;36;1001;2,10701E+14;BK;406.744.434;S;Block 1001;6598418;36501;-739.124.982;1;20330;13;-739.124.982;G5040;L;U;47;3,6047E+14;36;47;36501;1001;
Old Town Playground;Parkinson Avenue, Kramer Street;Yes;;Staten Island;;405.956.608;-740.821.534;;70;360850064003005;405.968.643;3005;0;36;3005;2,10701E+14;BK;405.968.643;S;Block 3005;6325320;6400;-740.818.171;3;36889;20;-740.818.171;G5040;L;U;85;;70;3,6085E+14;405.968.643;3005;0;36;3005;2,10701E+14;BK;405.968.643;S;Block 3005;6325320;6400;-740.818.171;3;36889;20;-740.818.171;G5040;L;U;85;3,6085E+14;36;85;6400;3005;
Oracle Playground;Adelphi & Myrtle avenues;Yes;;Brooklyn;;4.069.321;-7.397.187.199.999.990;;711;360470185011002;406.946.274;1002;0;36;1002;2,10701E+14;BK;406.946.274;S;Block 1002;4147331;18501;-739.726.720;1;27121;366;-739.726.720;G5040;L;U;47;;711;3,6047E+14;406.946.274;1002;0;36;1002;2,10701E+14;BK;406.946.274;S;Block 1002;4147331;18501;-739.726.720;1;27121;366;-739.726.720;G5040;L;U;47;3,6047E+14;36;47;18501;1002;
Orchard Beach Pavilion;Bruckner Boulevard, Eastchester Bay, Hutchinson;No;;Bronx;;40.823.965;-738.771.406;;1498;360050050012000;408.249.919;2000;0;36;2000;2,10701E+14;BK;408.249.919;S;Block 2000;2133254;5001;-738.778.578;2;19608;482;-738.778.578;G5040;L;U;5;;1498;3,6005E+14;408.249.919;2000;0;36;2000;2,10701E+14;BK;408.249.919;S;Block 2000;2133254;5001;-738.778.578;2;19608;482;-738.778.578;G5040;L;U;5;3,6005E+14;36;5;5001;2000;
Orchard Beach Pavilion;Bruckner Boulevard, Eastchester Bay, Hutchinson;Yes;Yes;Bronx;;40.823.965;-738.771.406;;1498;360050050012000;408.249.919;2000;0;36;2000;2,10701E+14;BK;408.249.919;S;Block 2000;2133254;5001;-738.778.578;2;19608;482;-738.778.578;G5040;L;U;5;;1498;3,6005E+14;408.249.919;2000;0;36;2000;2,10701E+14;BK;408.249.919;S;Block 2000;2133254;5001;-738.778.578;2;19608;482;-738.778.578;G5040;L;U;5;3,6005E+14;36;5;5001;2000;
Orville & Wilbur Playground;West 156 Street & St. Nicholas Avenue;Yes;;Manhattan;;408.280.385;-739.424.401;;188;360610235011002;408.282.746;1002;0;36;1002;2,10701E+14;BK;408.282.746;S;Block 1002;3349220;23501;-739.420.533;1;4493;77;-739.420.533;G5040;L;U;61;;188;3,6061E+14;408.282.746;1002;0;36;1002;2,10701E+14;BK;408.282.746;S;Block 1002;3349220;23501;-739.420.533;1;4493;77;-739.420.533;G5040;L;U;61;3,6061E+14;36;61;23501;1002;
Osborn Playground;Linden Boulevard & Osborn Street;Yes;;Brooklyn;;406.551.791;-739.050.931;;305;360470922001003;406.559.272;1003;0;36;1003;2,10701E+14;BK;406.559.272;S;Block 1003;3464005;92200;-739.048.140;1;12325;123;-739.048.140;G5040;L;U;47;;305;3,60471E+14;406.559.272;1003;0;36;1003;2,10701E+14;BK;406.559.272;S;Block 1003;3464005;92200;-739.048.140;1;12325;123;-739.048.140;G5040;L;U;47;3,60471E+14;36;47;92200;1003;
Owen Dolen Recreation Center;Westchester Avenue, Lane Avenue, East Tremont Avenue;Yes;;Bronx;;408.410.341;-738.644.818;;211;360050216014000;408.404.387;4000;0;36;4000;2,10701E+14;BK;408.404.387;S;Block 4000;2806135;21601;-738.647.427;4;9279;70;-738.647.427;G5040;L;U;5;;211;3,6005E+14;408.404.387;4000;0;36;4000;2,10701E+14;BK;408.404.387;S;Block 4000;2806135;21601;-738.647.427;4;9279;70;-738.647.427;G5040;L;U;5;3,6005E+14;36;5;21601;4000;
P.O. Nicholas Demutis Playground;102 Street & Liberty Avenue;Yes;;Queens;;4.068.143.630.000.000;-738.386.586;;154;360810094001004;406.805.728;1004;0;36;1004;2,10701E+14;BK;406.805.728;S;Block 1004;2642717;9400;-738.386.887;1;14038;47;-738.386.887;G5040;L;U;81;;154;3,6081E+14;406.805.728;1004;0;36;1004;2,10701E+14;BK;406.805.728;S;Block 1004;2642717;9400;-738.386.887;1;14038;47;-738.386.887;G5040;L;U;81;3,6081E+14;36;81;9400;1004;
P.O. Serrano Playground;Turnbull Avenue, Olmstead Avenue, Lafayette Avenue;Yes;;Bronx;;408.235.982;-738.522.496;;120;360050098001004;408.234.330;1004;0;36;1004;2,10701E+14;BK;408.234.330;S;Block 1004;2140351;9800;-738.506.357;1;22433;23;-738.506.357;G5040;L;U;5;;120;3,6005E+14;408.234.330;1004;0;36;1004;2,10701E+14;BK;408.234.330;S;Block 1004;2140351;9800;-738.506.357;1;22433;23;-738.506.357;G5040;L;U;5;3,6005E+14;36;5;9800;1004;
Paerdegat Park;Foster Avenue, East 40-41 streets;Yes;;Brooklyn;;406.392.065;-73.938.741;;279;360470834002002;406.403.402;2002;0;36;2002;2,10701E+14;BK;406.403.402;S;Block 2002;5852604;83400;-739.393.225;2;20630;91;-739.393.225;G5040;L;U;47;;279;3,60471E+14;406.403.402;2002;0;36;2002;2,10701E+14;BK;406.403.402;S;Block 2002;5852604;83400;-739.393.225;2;20630;91;-739.393.225;G5040;L;U;47;3,60471E+14;36;47;83400;2002;
Painters Playground (PS 174);Alderton Street from Dieterle to Elwell Crescents;Yes;;Queens;;407.221.496;-738.646.069;;148;360810697023002;407.231.182;3002;0;36;3002;2,10701E+14;BK;407.231.182;S;Block 3002;3498577;69702;-738.654.829;3;21234;62;-738.654.829;G5040;L;U;81;;148;3,60811E+14;407.231.182;3002;0;36;3002;2,10701E+14;BK;407.231.182;S;Block 3002;3498577;69702;-738.654.829;3;21234;62;-738.654.829;G5040;L;U;81;3,60811E+14;36;81;69702;3002;
Park Slope Playground;Berkeley Street & Lincoln Place;Yes;;Brooklyn;;406.706.976;-739.493.059;;447;360470317021001;406.711.178;1001;0;36;1001;2,10701E+14;BK;406.711.178;S;Block 1001;4476120;31702;-739.489.908;1;23277;223;-739.489.908;G5040;L;U;47;;447;3,6047E+14;406.711.178;1001;0;36;1001;2,10701E+14;BK;406.711.178;S;Block 1001;4476120;31702;-739.489.908;1;23277;223;-739.489.908;G5040;L;U;47;3,6047E+14;36;47;31702;1001;
Parkside Playground;Arnow Avenue, Adee Avenue, Olinville Avenue;Yes;Yes;Bronx;;408.696.847;-738.682.359;;195;360050336021003;408.701.407;1003;0;36;1003;2,10701E+14;BK;408.701.407;S;Block 1003;3326532;33602;-738.687.700;1;9142;67;-738.687.700;G5040;L;U;5;;195;3,6005E+14;408.701.407;1003;0;36;1003;2,10701E+14;BK;408.701.407;S;Block 1003;3326532;33602;-738.687.700;1;9142;67;-738.687.700;G5040;L;U;5;3,6005E+14;36;5;33602;1003;
Parkside Playground;Parkside, Bedford & Rogers avenues;Yes;;Brooklyn;;40.655.293;-7.396.149.400.000.000;;404;360470798023002;406.557.615;3002;0;36;3002;2,10701E+14;BK;406.557.615;S;Block 3002;4638970;79802;-739.610.847;3;13187;188;-739.610.847;G5040;L;U;47;;404;3,60471E+14;406.557.615;3002;0;36;3002;2,10701E+14;BK;406.557.615;S;Block 3002;4638970;79802;-739.610.847;3;13187;188;-739.610.847;G5040;L;U;47;3,60471E+14;36;47;79802;3002;
Pat Perlato Playground;Falmouth Street & Oriental Avenue;Yes;;Brooklyn;This facility is currently closed. ;405.776.585;-739.463.002;;121;360470620002006;405.788.518;2006;0;36;2006;2,10701E+14;BK;405.788.518;S;Block 2006;6401099;62000;-739.460.579;2;20989;38;-739.460.579;G5040;L;U;47;;121;3,60471E+14;405.788.518;2006;0;36;2006;2,10701E+14;BK;405.788.518;S;Block 2006;6401099;62000;-739.460.579;2;20989;38;-739.460.579;G5040;L;U;47;3,60471E+14;36;47;62000;2006;
Paul W. Kolbert Park/Rachel Haber Cohen Playground;Avenue L, East 17 to East 18 streets;Yes;;Brooklyn;;406.183.283;-739.571.888;;44;360470538003002;406.184.362;3002;0;36;3002;2,10701E+14;BK;406.184.362;S;Block 3002;5846566;53800;-739.576.354;3;2785;7;-739.576.354;G5040;L;U;47;;44;3,60471E+14;406.184.362;3002;0;36;3002;2,10701E+14;BK;406.184.362;S;Block 3002;5846566;53800;-739.576.354;3;2785;7;-739.576.354;G5040;L;U;47;3,60471E+14;36;47;53800;3002;
Pelham Bay Park (Bruckner Boulevard and Wilkinson Avenue);Bruckner Boulevard, Eastchester Bay, Hutchinson;Yes;;Bronx;;40.823.965;-738.771.406;;1498;360050050012000;408.249.919;2000;0;36;2000;2,10701E+14;BK;408.249.919;S;Block 2000;2133254;5001;-738.778.578;2;19608;482;-738.778.578;G5040;L;U;5;;1498;3,6005E+14;408.249.919;2000;0;36;2000;2,10701E+14;BK;408.249.919;S;Block 2000;2133254;5001;-738.778.578;2;19608;482;-738.778.578;G5040;L;U;5;3,6005E+14;36;5;5001;2000;
Pelham Bay Park (Bruckner CS);Bruckner Boulevard, Eastchester Bay, Hutchinson;Yes;;Bronx;;40.823.965;-738.771.406;;1498;360050050012000;408.249.919;2000;0;36;2000;2,10701E+14;BK;408.249.919;S;Block 2000;2133254;5001;-738.778.578;2;19608;482;-738.778.578;G5040;L;U;5;;1498;3,6005E+14;408.249.919;2000;0;36;2000;2,10701E+14;BK;408.249.919;S;Block 2000;2133254;5001;-738.778.578;2;19608;482;-738.778.578;G5040;L;U;5;3,6005E+14;36;5;5001;2000;
Pelham Bay Park (Hunter Island Picnic Area);Bruckner Boulevard, Eastchester Bay, Hutchinson;Yes;Yes;Bronx;;40.823.965;-738.771.406;;1498;360050050012000;408.249.919;2000;0;36;2000;2,10701E+14;BK;408.249.919;S;Block 2000;2133254;5001;-738.778.578;2;19608;482;-738.778.578;G5040;L;U;5;;1498;3,6005E+14;408.249.919;2000;0;36;2000;2,10701E+14;BK;408.249.919;S;Block 2000;2133254;5001;-738.778.578;2;19608;482;-738.778.578;G5040;L;U;5;3,6005E+14;36;5;5001;2000;
Pelham Bay Park (Playground for All Children);Bruckner Expressway & Buhre Avenue;Yes;Yes;Bronx;;408.486.291;-738.279.754;;0;360050276001023;408.461.918;1023;0;36;1023;2,10701E+14;BK;408.436.198;S;Block 1023;1627353;27600;-738.266.091;1;22498;0;-738.260.778;G5040;L;U;5;;0;3,6005E+14;408.461.918;1023;0;36;1023;2,10701E+14;BK;408.436.198;S;Block 1023;1627353;27600;-738.266.091;1;22498;0;-738.260.778;G5040;L;U;5;3,6005E+14;36;5;27600;1023;
Pelham South Park Headquarters;Bruckner Boulevard, Eastchester Bay, Hutchinson;Yes;;Bronx;;40.823.965;-738.771.406;;1498;360050050012000;408.249.919;2000;0;36;2000;2,10701E+14;BK;408.249.919;S;Block 2000;2133254;5001;-738.778.578;2;19608;482;-738.778.578;G5040;L;U;5;;1498;3,6005E+14;408.249.919;2000;0;36;2000;2,10701E+14;BK;408.249.919;S;Block 2000;2133254;5001;-738.778.578;2;19608;482;-738.778.578;G5040;L;U;5;3,6005E+14;36;5;5001;2000;
People's Park Playground;Brook Avenue, East 141 Street;Yes;;Bronx;;4.080.957.859.999.990;-739.180.595;;1034;360050039004000;408.099.857;4000;0;36;4000;2,10701E+14;BK;408.099.857;S;Block 4000;4167444;3900;-739.199.846;4;26702;367;-739.199.846;G5040;L;U;5;;1034;3,6005E+14;408.099.857;4000;0;36;4000;2,10701E+14;BK;408.099.857;S;Block 4000;4167444;3900;-739.199.846;4;26702;367;-739.199.846;G5040;L;U;5;3,6005E+14;36;5;3900;4000;
Peter's Field;183 Place & Henderson Avenue;Yes;;Queens;;40.706.863;-737.740.882;;372;360810404002001;407.072.687;2001;0;36;2001;2,10701E+14;BK;407.080.843;S;Block 2001;1023528;40400;-737.723.736;2;42480;115;-737.703.788;G5040;L;U;81;;372;3,6081E+14;407.072.687;2001;0;36;2001;2,10701E+14;BK;407.080.843;S;Block 2001;1023528;40400;-737.723.736;2;42480;115;-737.703.788;G5040;L;U;81;3,6081E+14;36;81;40400;2001;
PFC Thomas Norton Memorial Playground;Nostrand Avenue & Marine Parkway;Yes;;Brooklyn;;406.147.979;-739.445.719;;59;360470644001003;406.139.907;1003;0;36;1003;2,10701E+14;BK;406.139.907;S;Block 1003;4608363;64400;-739.438.402;1;5063;15;-739.438.402;G5040;L;U;47;;59;3,60471E+14;406.139.907;1003;0;36;1003;2,10701E+14;BK;406.139.907;S;Block 1003;4608363;64400;-739.438.402;1;5063;15;-739.438.402;G5040;L;U;47;3,60471E+14;36;47;64400;1003;
Pierrepont Playground;Furman Street, Pierrepont Place;Yes;;Brooklyn;;406.971.602;-739.976.818;;0;360470003015000;406.977.202;5000;0;36;5000;2,10701E+14;BK;406.977.202;S;Block 5000;6594751;301;-739.980.005;5;38663;0;-739.980.005;G5040;L;U;47;;0;3,6047E+14;406.977.202;5000;0;36;5000;2,10701E+14;BK;406.977.202;S;Block 5000;6594751;301;-739.980.005;5;38663;0;-739.980.005;G5040;L;U;47;3,6047E+14;36;47;301;5000;
Pink Playground;Stanley Avenue & Eldert Lane;Yes;;Brooklyn;;406.662.576;-738.620.298;;148;360471220001016;406.670.857;1016;0;36;1016;2,10701E+14;BK;406.670.857;S;Block 1016;4265442;122000;-738.617.499;1;14341;45;-738.617.499;G5040;L;U;47;;148;3,60471E+14;406.670.857;1016;0;36;1016;2,10701E+14;BK;406.670.857;S;Block 1016;4265442;122000;-738.617.499;1;14341;45;-738.617.499;G5040;L;U;47;3,60471E+14;36;47;122000;1016;
Playground 62 (PS 220);Yellowstone Boulevard between 62 Avenue & 62 Road;Yes;;Queens;;407.140.394;-7.389.959.999.999.990;;123;360810603001006;407.136.059;1006;0;36;1006;2,10701E+14;BK;407.136.059;S;Block 1006;3503480;60300;-739.001.754;1;8758;52;-739.001.754;G5040;L;U;81;;123;3,60811E+14;407.136.059;1006;0;36;1006;2,10701E+14;BK;407.136.059;S;Block 1006;3503480;60300;-739.001.754;1;8758;52;-739.001.754;G5040;L;U;81;3,60811E+14;36;81;60300;1006;
Playground 70;West End Avenue & West 70 Street;Yes;Yes;Manhattan;;407.784.935;-739.854.481;;893;360610159003004;407.791.734;3004;0;36;3004;2,10701E+14;BK;407.791.734;S;Block 3004;3665414;15900;-739.860.821;3;13894;563;-739.860.821;G5040;L;U;61;;893;3,6061E+14;407.791.734;3004;0;36;3004;2,10701E+14;BK;407.791.734;S;Block 3004;3665414;15900;-739.860.821;3;13894;563;-739.860.821;G5040;L;U;61;3,6061E+14;36;61;15900;3004;
Playground 90/PS 148 Playground;Northern Boulevard & 90 Street;Yes;;Queens;;407.563.822;-738.779.457;;35;360810339002000;407.573.527;2000;0;36;2000;2,10701E+14;BK;407.573.527;S;Block 2000;1342152;33900;-738.785.878;2;18900;1;-738.785.878;G5040;L;U;81;;35;3,6081E+14;407.573.527;2000;0;36;2000;2,10701E+14;BK;407.573.527;S;Block 2000;1342152;33900;-738.785.878;2;18900;1;-738.785.878;G5040;L;U;81;3,6081E+14;36;81;33900;2000;
Playground Fifty-Two;Kelly Street, St. John's Avenue, Beck Street;Yes;;Bronx;;408.167.927;-738.982.574;;749;360050085002002;408.167.755;2002;0;36;2002;2,10701E+14;BK;408.167.755;S;Block 2002;1626015;8500;-738.988.662;2;15409;196;-738.988.662;G5040;L;U;5;;749;3,6005E+14;408.167.755;2002;0;36;2002;2,10701E+14;BK;408.167.755;S;Block 2002;1626015;8500;-738.988.662;2;15409;196;-738.988.662;G5040;L;U;5;3,6005E+14;36;5;8500;2002;
Playground Ninety Six (XCVI);2 Avenue, East 96 to East 97 streets;Yes;;Manhattan;;407.861.708;-739.495.271;;318;360610158021001;407.866.202;1001;0;36;1001;2,10701E+14;BK;407.866.202;S;Block 1001;3221063;15802;-739.496.433;1;8652;190;-739.496.433;G5040;L;U;61;;318;3,6061E+14;407.866.202;1001;0;36;1001;2,10701E+14;BK;407.866.202;S;Block 1001;3221063;15802;-739.496.433;1;8652;190;-739.496.433;G5040;L;U;61;3,6061E+14;36;61;15802;1001;
Playground Seventy-Five (PS 154);160 Street & 75 Avenue;Yes;;Queens;;407.267.061;-738.086.853;;9;360811257001006;407.264.734;1006;0;36;1006;2,10701E+14;BK;407.264.734;S;Block 1006;3502954;125700;-738.077.401;1;11613;1;-738.077.401;G5040;L;U;81;;9;3,60811E+14;407.264.734;1006;0;36;1006;2,10701E+14;BK;407.264.734;S;Block 1006;3502954;125700;-738.077.401;1;11613;1;-738.077.401;G5040;L;U;81;3,60811E+14;36;81;125700;1006;
Police Officer Reinaldo Salgado Playground;Madison Street & Patchen Avenue;Yes;;Brooklyn;;406.874.321;-739.269.628;;717;360470385003000;406.872.567;3000;0;36;3000;2,10701E+14;BK;406.872.567;S;Block 3000;8105872;38500;-739.252.547;3;23146;332;-739.252.547;G5040;L;U;47;;717;3,6047E+14;406.872.567;3000;0;36;3000;2,10701E+14;BK;406.872.567;S;Block 3000;8105872;38500;-739.252.547;3;23146;332;-739.252.547;G5040;L;U;47;3,6047E+14;36;47;38500;3000;
Poor Richard's Playground;East 109 Street between 2 & 3 avenues;Yes;;Manhattan;;407.941.884;-739.448.749;;800;360610172002000;407.948.270;2000;0;36;2000;2,10701E+14;BK;407.948.270;S;Block 2000;3015459;17200;-739.454.437;2;12233;284;-739.454.437;G5040;L;U;61;;800;3,6061E+14;407.948.270;2000;0;36;2000;2,10701E+14;BK;407.948.270;S;Block 2000;3015459;17200;-739.454.437;2;12233;284;-739.454.437;G5040;L;U;61;3,6061E+14;36;61;17200;2000;
Potomac Playground;Tompkins Avenue & Halsey Street;Yes;;Brooklyn;;406.825.139;-7.394.374.499.999.990;;505;360470267004000;406.830.371;4000;0;36;4000;2,10701E+14;BK;406.830.371;S;Block 4000;4372127;26700;-739.424.015;4;19931;223;-739.424.015;G5040;L;U;47;;505;3,6047E+14;406.830.371;4000;0;36;4000;2,10701E+14;BK;406.830.371;S;Block 4000;4372127;26700;-739.424.015;4;19931;223;-739.424.015;G5040;L;U;47;3,6047E+14;36;47;26700;4000;
